detuning,normalized_shg_proxy_Q_20,normalized_shg_proxy_Q_50,normalized_shg_proxy_Q_100,normalized_shg_proxy_Q_200
-0.012024048096192383,0.6596153716894557,0.1672589604304859,0.021778848502895295,0.001731260097115502
-0.011703406813627248,0.6728531889949375,0.17817118601594514,0.023872881377819243,0.0019200786405768066
-0.011382765531062114,0.6861194549491842,0.18984666654775814,0.026214225646612386,0.002135080292477434
-0.011062124248496993,0.699396964614654,0.20233383549364473,0.028837054662361642,0.002380694725435886
-0.010741482965931859,0.7126676326020314,0.21568238117003521,0.03178084572127504,0.002662239931695329
-0.010420841683366724,0.7259125122997738,0.22994281396700245,0.03509126596797301,0.00298612887049873
-0.010100200400801604,0.739111821317147,0.24516590843322209,0.038821208103427804,0.0033601309296500286
-0.00977955911823647,0.7522449734283257,0.26140199994337815,0.04303199828082108,0.0037937045417722453
-0.009458917835671335,0.7652906172643718,0.2787001145384503,0.04779479991400308,0.00429842269921556
-0.0091382765531062,0.7782266819521924,0.29710691004446776,0.05319223729229077,0.0048885204717753665
-0.00881763527054108,0.7910304298446288,0.3166654070403162,0.05932026101462482,0.0055816037135629736
-0.008496993987975945,0.8036785164241335,0.3374134900292103,0.06629027200120535,0.0063995720322637725
-0.008176352705410811,0.8161470573940537,0.35938216270515894,0.07423151025705066,0.007369828322029809
-0.00785571142284569,0.8284117028970347,0.38259354698360504,0.08329369582190445,0.00852687391410263
-0.007535070140280556,0.8404477187199965,0.40705862400519394,0.09364987844007372,0.009914425779925282
-0.007214428857715421,0.8522300742603851,0.43277472713818427,0.10549940388869904,0.01158824462610947
-0.006893787575150301,0.8637335369399411,0.4597228125479713,0.1190708311974055,0.013619936333112401
-0.006573146292585166,0.8749327726611771,0.48786455247252386,0.1346245266336646,0.01610209259037605
-0.006252505010020032,0.8858024518094655,0.5171393199842921,0.15245450574359717,0.01915528138558699
-0.005931863727454897,0.8963173602115508,0.5474611613872862,0.17288888118222015,0.022937599248510125
-0.005611222444889777,0.9064525143709888,0.5787158826120964,0.19628798996166114,0.027657772648318646
-0.005290581162324642,0.9161832802141285,0.6107584074710678,0.2230389136176183,0.03359316280185352
-0.004969939879759508,0.9254854944986102,0.6434105960622875,0.2535446783748139,0.04111449218493284
-0.004649298597194387,0.9343355879616044,0.6764597377556617,0.28820596968869777,0.05071963990991749
-0.004328657314629253,0.9427107092189777,0.7096579510518698,0.3273928092016416,0.06307931386586112
-0.004008016032064118,0.9505888483709323,0.7427227275837325,0.37140349615658047,0.07909743001855035
-0.003687374749498998,0.957948959225942,0.7753388448541105,0.42040849324896523,0.09998772563264342
-0.0033667334669338633,0.9647710790245008,0.8071618376281674,0.4743782420453214,0.12736356383515002
-0.003046092184368729,0.9710364445284531,0.8378231581045745,0.5329966058944848,0.1633261698297438
-0.0027254509018035944,0.9767276033415789,0.8669370691056841,0.5955661700120318,0.21051075014795412
-0.002404809619238474,0.9818285193432317,0.8941092046040218,0.660918020268691,0.2720000605291366
-0.0020841683366733393,0.9863246711496612,0.9189466036864514,0.7273460885070331,0.35093336168692185
-0.0017635270541082049,0.9902031425672354,0.9410688872055857,0.7925926048784376,0.44954219194434925
-0.0014428857715430843,0.9934527040677358,0.9601201140271081,0.853913110076504,0.5673285105424981
-0.0011222444889779498,0.9960638843976661,0.9757807414011563,0.908242631961737,0.6984100271448777
-0.0008016032064128154,0.9980290315299539,0.9877790373997655,0.9524661290801357,0.8290154855299902
-0.00048096192384769476,0.9993423622763116,0.9959012663554638,0.983767494055871,0.9375559830822754
-0.0001603206412825603,1.0,1.0,0.9999999999999994,1.0
0.00016032064128257417,1.0,1.0,1.0,0.9999999999999978
0.00048096192384770864,0.9993423622763116,0.9959012663554645,0.9837674940558698,0.9375559830822721
0.0008016032064128292,0.9980290315299539,0.9877790373997645,0.9524661290801346,0.8290154855299848
0.0011222444889779637,0.9960638843976655,0.9757807414011563,0.9082426319617344,0.6984100271448725
0.0014428857715430982,0.9934527040677358,0.9601201140271074,0.8539131100765014,0.5673285105424924
0.0017635270541082188,0.9902031425672347,0.9410688872055846,0.7925926048784347,0.4495421919443443
0.002084168336673353,0.9863246711496604,0.9189466036864492,0.7273460885070304,0.35093336168691774
0.0024048096192384877,0.981828519343231,0.8941092046040197,0.6609180202686876,0.2720000605291336
0.0027254509018036083,0.9767276033415782,0.8669370691056827,0.5955661700120292,0.21051075014795165
0.0030460921843687427,0.9710364445284523,0.837823158104573,0.5329966058944824,0.16332616982974196
0.003366733466933877,0.9647710790245,0.807161837628166,0.4743782420453188,0.12736356383514869
0.003687374749498998,0.957948959225942,0.7753388448541105,0.42040849324896523,0.09998772563264342
0.004008016032064132,0.9505888483709323,0.7427227275837301,0.37140349615657864,0.07909743001854963
0.004328657314629267,0.9427107092189771,0.709657951051868,0.3273928092016399,0.06307931386586055
0.004649298597194401,0.9343355879616037,0.6764597377556608,0.28820596968869616,0.050719639909917
0.004969939879759522,0.9254854944986102,0.6434105960622861,0.25354467837481265,0.041114492184932454
0.005290581162324656,0.9161832802141279,0.6107584074710662,0.223038913617617,0.033593162801853205
0.005611222444889791,0.9064525143709883,0.5787158826120953,0.19628798996165994,0.02765777264831841
0.005931863727454911,0.8963173602115501,0.547461161387285,0.17288888118221907,0.02293759924850996
0.006252505010020046,0.8858024518094642,0.517139319984291,0.1524545057435962,0.019155281385586857
0.00657314629258518,0.8749327726611765,0.48786455247252253,0.13462452663366395,0.016102092590375944
0.006893787575150301,0.8637335369399411,0.4597228125479713,0.1190708311974055,0.013619936333112401
0.007214428857715435,0.8522300742603844,0.4327747271381834,0.10549940388869852,0.0115882446261094
0.00753507014028057,0.8404477187199965,0.40705862400519277,0.09364987844007323,0.009914425779925214
0.007855711422845704,0.8284117028970347,0.3825935469836039,0.08329369582190405,0.008526873914102577
0.008176352705410825,0.816147057394053,0.3593821627051579,0.07423151025705033,0.007369828322029759
0.00849699398797596,0.8036785164241335,0.33741349002920956,0.06629027200120509,0.0063995720322637265
0.008817635270541094,0.7910304298446277,0.316665407040316,0.05932026101462458,0.005581603713562945
0.009138276553106214,0.7782266819521918,0.2971069100444671,0.053192237292290515,0.004888520471775343
0.009458917835671349,0.7652906172643711,0.2787001145384494,0.04779479991400287,0.004298422699215537
0.009779559118236483,0.7522449734283245,0.2614019999433771,0.04303199828082089,0.003793704541772222
0.010100200400801604,0.739111821317147,0.24516590843322209,0.038821208103427804,0.0033601309296500286
0.010420841683366738,0.7259125122997738,0.2299428139670017,0.03509126596797283,0.002986128870498712
0.010741482965931873,0.7126676326020314,0.21568238117003485,0.03178084572127489,0.002662239931695317
0.011062124248497007,0.6993969646146534,0.2023338354936442,0.02883705466236154,0.002380694725435875
0.011382765531062128,0.6861194549491837,0.1898466665477575,0.026214225646612254,0.0021350802924774257
0.011703406813627262,0.6728531889949371,0.1781711860159445,0.02387288137781914,0.0019200786405767962
0.012024048096192397,0.6596153716894552,0.16725896043048524,0.021778848502895215,0.0017312600971154948
0.012344689378757517,0.6464223141811739,0.15706313754633627,0.019902501062927937,0.0015649191249241772
0.012665330661322652,0.6332894260360183,0.1475386832920573,0.018218115032422853,0.0014179432127058597
0.012985971943887786,0.620231212619163,0.1386425444298619,0.016703317876676945,0.0012877076635991942
0.013306613226452907,0.6072612772686892,0.13033375022378932,0.015338619149101219,0.001171990766554161
0.013627254509018041,0.5943923278691097,0.1225734646610098,0.014107010069957989,0.0010689050894095008
0.013947895791583176,0.5816361874290756,0.11532499913850423,0.012993621747245408,0.0009768415846358094
0.01426853707414831,0.5690038082685656,0.10855379403946029,0.011985433214309458,0.0008944239252262932
0.014589178356713431,0.5565052894260439,0.1022273762909605,0.011071021775503743,0.0008204710454585368
0.014909819639278565,0.5441498969048049,0.0963152988175566,0.010240349286271868,0.0007539662907906265
0.0152304609218437,0.5319460863896237,0.09078906677850165,0.009484578965982447,0.0006940319138681158
0.01555110220440882,0.5199015280792287,0.08562205458997325,0.008795918170046971,0.0006399079125484072
0.015871743486973955,0.508023133296762,0.08078941697557612,0.008167483251007919,0.0005909344082837827
