wavelength_nm,reflectance_R,transmittance_T,R_plus_T,max_normE_V_per_m,max_E_enhancement_vs_1Vpm,max_E4_proxy
800.0,0.5283206017215536,0.471679398290341,1.0000000000118945,9443369553.158365,9443369553.158365,7.952578086065701e+39
805.0,0.5998089087454944,0.40019109125603813,1.0000000000015326,4873120855.858975,4873120855.858975,5.639345838537843e+38
810.0,0.8551489134658115,0.14485108653712525,1.0000000000029368,7961786195.079296,7961786195.079296,4.018297097181717e+39
815.0,0.7949592874766194,0.20504071252800365,1.000000000004623,10547355154.64274,10547355154.64274,1.2375828429577552e+40
820.0,0.9983979623742817,0.0016020376251269695,0.9999999999994087,9444952243.480562,9444952243.480562,7.957910772817968e+39
825.0,0.7437042686041833,0.25629573139558265,0.999999999999766,2051863358.0832992,2051863358.0832992,1.77253061033796e+37
830.0,0.999879709174888,0.0001202909222225002,1.0000000000971105,12790094178.040003,12790094178.040003,2.676054595400588e+40
835.0,0.8049676549892133,0.1950323450101666,0.9999999999993799,2615031883.286801,2615031883.286801,4.67636017347632e+37
840.0,0.7262773381695946,0.27372266183035415,0.9999999999999487,1862109921.794302,1862109921.794302,1.202323280963377e+37
